fighter_id,name,weight_class,activity_recency_days,win_streak,last_5_win_pct,sig_str_diff_per_min,td_rate,td_attempts_per_15,control_per_15,finish_rate,opponent_recent_win_pct_avg
3a314d9fa7c6825d,Douglas Silva de Andrade,,,0,,,,,,,
700a674c042b7a96,Cody Gibson,,,0,,,,,,,
19db7ac26308178f,Ivan Jorge,,,0,,,,,,,
1d36f1ac66cf689d,Josh Shockley,,,0,,,,,,,
31123249b0bbf52e,Matt Brown,,,0,,,,,,,
365fee2da473b177,Anthony Johnson,,,0,,,,,,,
73e09f837f3b5ecc,Rogerio Nogueira,,,0,,,,,,,
6f242453c91a5af0,Dennis Bermudez,,,0,,,,,,,
a566371ba2ad7152,Josh Thomson,,,0,,,,,,,
47b9e0e7703a4868,Jorge Masvidal,,,0,,,,,,,
e51e5cb722bd47a8,Patrick Cummins,,,0,,,,,,,
b959e8c7fd8390d2,Kyle Kingsbury,,,0,,,,,,,
4b47e71384a9522f,Tim Means,,,0,,,,,,,
575360be653ad6a6,Hernani Perpetuo,,,0,,,,,,,
def8166ff24bd237,Brian Ortega,,,0,,,,,,,
c136b2a8852da5bd,Akbarh Arreola,,,0,,,,,,,
23024fdfc966410a,Gilbert Burns,,,0,,,,,,,
69a400af4420cd6a,Andreas Stahl,,,0,,,,,,,
3d6749c4267da18f,Joanna Jedrzejczyk,,,0,,,,,,,
75a6a390fd5dca46,Juliana Lima,,,0,,,,,,,
9f755fb04cc21499,Noad Lahat,,,0,,,,,,,
d188a3b817860ec6,Steven Siler,,,0,,,,,,,
2676b28836a5a836,Benson Henderson,,,0,,,,,,,
2aa49b3766a59bcd,Jordan Mein,,,0,,,,,,,
f5990c11974d8e9c,Mike Pyle,,,0,,,,,,,
cfb65863d5099327,Thales Leites,,,0,,,,,,,
3591d0d5d382a381,Francis Carmont,,,0,,,,,,,
150ff4cc642270b9,Max Holloway,,,0,,,,,,,
cc900c6a71ed23f3,Clay Collard,,,0,,,,,,,
6256b2b1562cb8e1,James Vick,,,0,,,,,,,
777dea713da2441d,Valmir Lazaro,,,0,,,,,,,
4bd6b4800070b069,Chas Skelly,,,0,,,,,,,
5fceb45939fc0c8a,Tom Niinimaki,,,0,,,,,,,
a2b12c3f3d60ff69,Alex Garcia,,,0,,,,,,,
08af939f41b5a57b,Beneil Dariush,,,0,,,,,,,
5331b25a60417ffb,Anthony Rocco Martin,,,0,,,,,,,
b57edace7b647f07,Matt Hobar,,,0,,,,,,,
34c2b3656f88f7ef,Aaron Phillips,,,0,,,,,,,
484acc7b0f856ce9,Ben Saunders,,,0,,,,,,,
bad8be5827ea1bf1,Chris Heatherly,,,0,,,,,,,
5aedf14771ca82d2,Wilson Reis,,,0,,,,,,,
b12fc8a41e82d3a2,Joby Sanchez,,,0,,,,,,,
1ccf4e7caff270df,Dan Henderson,,,0,,,,,,,
c80095f6092271a7,Tim Boetsch,,,0,,,,,,,
bd58d34e39b7b12a,Ben Rothwell,,,0,,,,,,,
ba280572acfba13f,Matt Mitrione,,,0,,,,,,,
029eaff01e6bb8f0,Dustin Poirier,,,0,,,,,,,
